"Object","Catalogue","Type","RA","Dec","Const","Mag","Subr","Size_max","Size_min","Common","Other"
"NGC 4840","NGC","GALXY","12.959","27.61","COM","13.68","22.88","0.73","0.7","","MCG 5-31- 29"
"NGC 4841","NGC","GALCL","12.959","28.479","COM","","","2.0","2.0","",""
"NGC 4841A","NGC","GALXY","12.959","28.477","COM","12.8","23.44","1.45","1.38","","NGC 4841-1"
"NGC 4841B","NGC","GALXY","12.959","28.482","COM","12.6","22.58","1.0","0.79","","NGC 4841-2"
"NGC 4842","NGC","GALCL","12.96","27.489","COM","","","1.0","1.0","",""
"NGC 4842A","NGC","GALXY","12.96","27.493","COM","15.0","22.91","0.58","0.57","","NGC 4842-1"
"NGC 4842B","NGC","GALXY","12.96","27.485","COM","16.1","23.06","0.42","0.29","","NGC 4842-2"
"NGC 4843","NGC","GALXY","12.967","-3.621","VIR","13.0","24.04","1.98","0.44","","MCG 0-33- 24"
"NGC 4845","NGC","GALXY","12.967","1.576","VIR","10.97","23.46","5.5","1.2","","NGC 4910, UGC 8078"
"NGC 4846","NGC","GALXY","12.963","36.371","CVN","13.5","23.03","1.21","0.5","","UGC 8079"
"NGC 4847","NGC","GALXY","12.975","-13.141","VIR","16.0","23.77","0.83","0.63","",""
"NGC 4848","NGC","GALXY","12.968","28.243","COM","13.68","22.68","1.27","0.42","","UGC 8082"
"NGC 4849","NGC","GALXY","12.97","26.397","COM","12.9","23.71","1.4","0.99","","IC 3935, UGC 8086"
"NGC 4849A","NGC","GALXY","12.97","26.433","COM","16.0","","0.5","0.5","","IC 838?"
"NGC 4850","NGC","GALXY","12.973","27.968","COM","14.23","23.11","0.66","0.64","","MCG 5-31- 40"
"NGC 4851","NGC","GALXY","12.973","28.149","COM","14.94","22.38","0.4","0.33","","IC 839"
"NGC 4852","NGC","OPNCL","13.001","-59.609","CEN","8.9","","5.4","5.4","","Dunlop 311"
"NGC 4853","NGC","GALXY","12.976","27.596","COM","13.66","22.3","0.68","0.57","","UGC 8092, II Zw 67"
"NGC 4854","NGC","GALXY","12.98","27.675","COM","13.95","23.56","0.95","0.67","","MCG 5-31- 49"
"NGC 4855","NGC","GALXY","12.988","-13.231","VIR","14.0","24.17","1.68","1.24","","MCG - 2-33- 77"
"NGC 4856","NGC","GALXY","12.989","-15.042","VIR","10.62","23.23","4.25","1.57","","MCG - 2-33- 78"
"NGC 4857","NGC","GALXY","12.955","70.203","DRA","13.8","23.28","1.15","0.66","","UGC 8077"
"NGC 4858","NGC","GALXY","12.984","28.116","COM","15.22","22.8","0.51","0.42","","MCG 5-31- 51"
"NGC 4859","NGC","GALXY","12.984","26.816","COM","13.59","24.08","1.51","0.65","","UGC 8097"
"NGC 4860","NGC","GALXY","12.984","28.124","COM","13.43","23.51","1.07","0.94","","MCG 5-31- 54"
"NGC 4861","NGC","GALXY","12.984","34.859","CVN","12.32","23.65","3.81","1.45","","IC 3961"
"NGC 4862","NGC","GALXY","12.992","-14.132","VIR","15.0","23.71","1.09","0.89","","IC 3999"
"NGC 4863","NGC","GALXY","12.995","-14.03","VIR","15.0","24.75","1.9","0.4","","MCG - 2-33- 81"
"NGC 4864","NGC","GALXY","12.987","27.977","COM","13.5","22.8","0.77","0.47","","MCG 5-31- 58"
"NGC 4865","NGC","GALXY","12.989","28.084","COM","13.44","22.94","0.88","0.42","","UGC 8100"
"NGC 4866","NGC","GALXY","12.991","14.171","VIR","11.08","24.19","5.77","0.98","","UGC 8102"
"NGC 4867","NGC","GALXY","12.988","27.971","COM","14.41","23.32","0.65","0.5","","MCG 5-31- 62"
"NGC 4868","NGC","GALXY","12.986","37.31","CVN","12.2","22.41","1.43","1.3","","UGC 8099"
"NGC 4869","NGC","GALXY","12.99","27.912","COM","13.36","22.66","0.77","0.73","","MCG 5-31- 65"
"NGC 4870","NGC","GALXY","12.988","37.048","CVN","15.5","23.29","0.91","0.31","",""
"NGC 4871","NGC","GALXY","12.992","27.956","COM","14.22","23.42","0.77","0.57","","MCG 5-31- 66"
"NGC 4872","NGC","GALXY","12.993","27.947","COM","13.59","22.41","0.67","0.41","","MCG 5-31- 68"
"NGC 4873","NGC","GALXY","12.992","27.984","COM","14.16","23.37","0.81","0.52","","MCG 5-31- 69"
"NGC 4874","NGC","GALXY","12.993","27.959","COM","11.83","23.44","2.29","1.98","","UGC 8103"
"NGC 4875","NGC","GALXY","12.994","27.907","COM","14.65","22.8","0.48","0.36","","ZwG 160.232"
"NGC 4876","NGC","GALXY","12.996","27.912","COM","14.38","22.96","0.56","0.42","","MCG 5-31- 73"
"NGC 4877","NGC","GALXY","13.007","-15.283","VIR","13.0","23.19","2.36","0.94","","MCG - 2-33- 86"
"NGC 4878","NGC","GALXY","13.006","-6.104","VIR","14.5","23.62","1.53","1.43","","MCG - 1-33- 64"
"NGC 4879","NGC","Stars","13.007","-6.111","VIR","17.0","","1.55","0.79","(Single Star)","NGC 4888"
"NGC 4880","NGC","GALXY","13.003","12.483","VIR","11.4","23.47","2.63","1.97","","UGC 8109"
"NGC 4881","NGC","GALXY","12.999","28.247","COM","13.48","23.32","0.98","0.91","","UGC 8106"
"NGC 4882","NGC","GALXY","13.001","27.988","COM","15.5","","0.7","0.7","","NGC 4886"
"NGC 4883","NGC","GALXY","12.999","28.035","COM","14.31","23.54","0.77","0.61","","ZwG 160.237"
"NGC 4884","NGC","GALXY","13.002","27.977","COM","12.5","","2.8","2","","NGC 4889, C 35"
"NGC 4885","NGC","GALXY","13.009","-6.853","VIR","15.0","23.13","0.85","0.66","","MCG - 1-33- 65"
"NGC 4886","NGC","GALXY","13.001","27.988","COM","13.84","23.16","0.8","0.7","","NGC 4882"
"NGC 4887","NGC","GALXY","13.011","-14.666","VIR","14.0","23.1","1.14","0.59","","MCG - 2-33- 87"
"NGC 4888","NGC","GALXY","13.01","-6.075","VIR","12.8","23.7","1.55","0.79","","NGC 4879"
"NGC 4889","NGC","GALXY","13.002","27.977","COM","11.45","23.39","2.59","1.68","","NGC 4884, C 35"
"NGC 4890","NGC","GALXY","13.011","-4.604","VIR","14.0","22.32","0.96","0.79","","MCG - 1-33- 67"
"NGC 4892","NGC","GALXY","13.001","26.898","COM","13.9","23.59","1.4","0.26","","UGC 8108"
"NGC 4893","NGC","GALXY","13.0","37.193","CVN","15.6","24.3","1.1","0.7","","IC 4015"
"NGC 4893A","NGC","GALXY","13.0","37.188","CVN","15.8","23.43","0.56","0.39","","IC 4016"
"NGC 4894","NGC","GALXY","13.005","27.968","COM","15.18","23.64","0.6","0.28","","ZwG 160.247"
"NGC 4895","NGC","GALXY","13.005","28.202","COM","13.2","23.98","1.66","0.56","","UGC 8113"
"NGC 4895A","NGC","GALXY","13.003","28.17","COM","14.94","23.64","0.59","0.32","",""
"NGC 4896","NGC","GALXY","13.009","28.346","COM","13.9","23.25","0.85","0.48","","UGC 8117"
"NGC 4897","NGC","GALXY","13.015","-13.45","VIR","12.54","23.92","2.65","2.12","","MCG - 2-33- 89"
"NGC 4898","NGC","GALCL","13.005","27.957","COM","13.5","","0.8","0.4","","MCG 5-31- 82"
"NGC 4898A","NGC","GALXY","13.005","27.955","COM","14.59","23.51","0.68","0.31","","NGC 4898W"
"NGC 4898B","NGC","GALXY","13.005","27.957","COM","14.33","23.42","0.61","0.47","","NGC 4898E"
"NGC 4899","NGC","GALXY","13.016","-13.944","VIR","12.33","22.48","2.02","1.17","","MCG - 2-33- 90"
"NGC 4900","NGC","GALXY","13.011","2.501","VIR","11.36","22.23","2.13","2.02","","UGC 8116"
"NGC 4901","NGC","GALXY","12.999","47.206","CVN","15.5","24.3","1.15","1.1","","UGC 8112"
"NGC 4902","NGC","GALXY","13.017","-14.514","VIR","11.26","22.57","2.63","2.37","","MCG - 2-33- 92"
"NGC 4903","NGC","GALXY","13.023","-30.935","CEN","12.5","23.48","1.72","1.41","","ESO 443-30"
"NGC 4904","NGC","GALXY","13.016","-0.028","VIR","11.96","22.42","1.99","1.24","","UGC 8121"
"NGC 4905","NGC","GALXY","13.025","-30.868","CEN","13.2","23.94","1.55","0.5","","ESO 443-31"
"NGC 4906","NGC","GALXY","13.011","27.924","COM","14.1","23.18","0.7","0.64","","ZwG 160.253"
"NGC 4907","NGC","GALXY","13.014","28.158","COM","13.66","23.18","1.0","0.9","","MCG 5-31- 89"
"NGC 4908","NGC","GALXY","13.015","28.008","COM","13.23","23.45","1.19","0.77","","MCG 5-31- 92"
"NGC 4909","NGC","GALXY","13.034","-42.771","CEN","12.76","23.75","1.96","1.8","","ESO 269-35"
"NGC 4910","NGC","GALXY","12.967","1.576","VIR","12.1","","5","1.6","","NGC 4845, UGC 8078"
"NGC 4911","NGC","GALXY","13.016","27.791","COM","12.88","22.57","1.16","0.96","","UGC 8128"
"NGC 4911A","NGC","GALXY","13.015","27.783","COM","15.5","","0.4","0.2","","Ho 499b?"
"NGC 4912","NGC","GALXY","13.026","29.131","COM","13.84","23.63","1.06","0.53","",""
"NGC 4913","NGC","GALXY","13.029","29.045","COM","13.84","23.53","1.45","0.4","","IC 843, 4088, IC 4088"
"NGC 4914","NGC","GALXY","13.012","37.315","CVN","11.6","23.48","2.69","1.31","","UGC 8125"
"NGC 4915","NGC","GALXY","13.025","-4.547","VIR","12.0","22.84","1.64","1.55","","MCG - 1-33- 69"
"NGC 4916","NGC","GALXY","13.034","29.253","COM","13.95","23.45","0.98","0.23","",""
"NGC 4917","NGC","GALXY","13.015","47.222","CVN","13.8","23.87","1.33","0.81","","UGC 8130"
"NGC 4918","NGC","GALXY","13.031","-4.501","VIR","15.3","23.59","0.89","0.33","",""
"NGC 4919","NGC","GALXY","13.022","27.809","COM","14.04","23.99","1.11","0.58","","UGC 8133"
"NGC 4920","NGC","GALXY","13.034","-11.378","VIR","14.0","22.82","1.08","0.83","","IC 4134, MCG - 2-33- 94"
"NGC 4921","NGC","GALXY","13.024","27.886","COM","12.62","23.64","1.96","1.8","","UGC 8134"
"NGC 4922","NGC","GALCL","13.024","29.311","COM","14.2","","1.1","0.8","","UGC 8135"
"NGC 4922 NED01","NGC","GALXY","13.023","29.308","COM","14.0","23.15","1.23","1.17","",""
"NGC 4922 NED02","NGC","GALXY","13.024","29.314","COM","14.02","21.9","0.58","0.34","",""
"NGC 4923","NGC","GALXY","13.026","27.848","COM","13.74","22.73","0.72","0.67","","MCG 5-31-101"
"NGC 4924","NGC","GALXY","13.037","-14.97","VIR","14.0","23.73","1.77","1.35","","MCG - 2-33- 96"
"NGC 4925","NGC","GALXY","13.035","-7.711","VIR","14.0","23.51","1.18","0.87","","MCG - 1-33- 74"
"NGC 4926","NGC","GALXY","13.032","27.624","COM","12.99","23.23","1.23","1.04","","UGC 8142"
"NGC 4926A","NGC","GALXY","13.036","27.648","COM","14.2","23.17","0.63","0.44","","MCG 5-31-107"
"NGC 4927","NGC","GALXY","13.033","28.006","COM","13.7","23.48","1.01","0.64","","MCG 5-31-104"
"NGC 4928","NGC","GALXY","13.05","-8.085","VIR","12.5","21.55","1.05","0.8","","MCG - 1-33- 75"
"NGC 4929","NGC","GALXY","13.046","28.045","COM","13.4","23.36","0.82","0.68","","MCG 5-31-111"
"NGC 4930","NGC","GALXY","13.068","-41.412","CEN","11.43","23.49","3.54","2.84","","ESO 323-74"
"NGC 4931","NGC","GALXY","13.05","28.032","COM","13.43","24.23","1.65","0.62","","UGC 8154"
"NGC 4932","NGC","GALXY","13.044","50.438","CVN","13.6","23.88","1.44","1.08","","UGC 8150"
"NGC 4933","NGC","GALCL","13.066","-11.498","VIR","11.7","22.18","3.5","0.74","","NGC 4933A, IC 4173"
"NGC 4933A","NGC","GALXY","13.065","-11.505","VIR","11.7","22.18","0.74","0.74","","IC 4173, NGC 4933"
"NGC 4933B","NGC","GALXY","13.066","-11.498","VIR","11.74","24.41","4.37","1.88","","IC 4176"
"NGC 4933C","NGC","GALXY","13.067","-11.491","VIR","17.0","23.5","0.65","0.52","","MCG - 2-33- 103"
"NGC 4934","NGC","GALXY","13.055","28.03","COM","14.33","23.71","1.0","0.16","","UGC 8160"
"NGC 4935","NGC","GALXY","13.056","14.378","COM","13.0","22.78","1.09","0.92","","UGC 8159"
"NGC 4936","NGC","GALXY","13.071","-30.526","CEN","10.71","23.12","2.85","2.43","","ESO 443-47"
"NGC 4938","NGC","GALXY","13.049","51.319","CVN","14.1","23.41","0.87","0.78","","MCG 9-21- 91"
"NGC 4939","NGC","GALXY","13.071","-10.34","VIR","11.91","23.71","5.71","2.3","","MCG - 2-33- 104"
"NGC 4940","NGC","GALXY","13.083","-47.237","CEN","13.18","22.89","1.13","1.0","","ESO 269-42"
"NGC 4941","NGC","GALXY","13.07","-5.552","VIR","11.27","23.09","3.29","2.7","","MCG - 1-33- 77"
"NGC 4942","NGC","GALXY","13.072","-7.649","VIR","14.0","23.25","1.68","1.22","","IC 4136"
"NGC 4943","NGC","GALXY","13.062","28.084","COM","15.6","23.64","0.79","0.54","","ZwG 160.122"
"NGC 4944","NGC","GALXY","13.064","28.186","COM","12.87","22.69","1.39","0.43","","UGC 8167"
"NGC 4945","NGC","GALXY","13.091","-49.468","CEN","11.86","23.4","23.33","4.03","","Dunlop 411, C 83"
"NGC 4945A","NGC","GALXY","13.109","-49.691","CEN","12.5","23.72","2.63","1.62","","ESO 219-28"
"NGC 4946","NGC","GALXY","13.091","-43.591","CEN","12.35","23.76","2.0","1.67","","ESO 269-45"
"NGC 4947","NGC","GALXY","13.089","-35.337","CEN","12.2","23.05","2.65","1.34","","IC 3974"
"NGC 4947A","NGC","GALXY","13.072","-35.228","CEN","14.5","23.53","1.28","0.51","","ESO 382- 4"
"NGC 4948","NGC","GALXY","13.082","-7.948","VIR","14.0","23.2","2.3","0.82","","IC 4156"
"NGC 4948A","NGC","GALXY","13.085","-8.161","VIR","13.5","23.24","1.44","1.04","","MCG - 1-33- 80"
"NGC 4949","NGC","GALXY","13.072","29.03","COM","14.97","23.4","0.72","0.38","",""
"NGC 4950","NGC","GALXY","13.093","-43.501","CEN","13.9","23.48","0.92","0.79","","ESO 269-47"
"NGC 4951","NGC","GALXY","13.085","-6.494","VIR","11.84","22.96","3.14","1.16","","MCG - 1-33- 81"
"NGC 4952","NGC","GALXY","13.083","29.122","COM","13.01","23.58","1.6","0.97","","NGC 4962"
"NGC 4953","NGC","GALXY","13.103","-37.586","CEN","13.1","24.13","1.84","0.99","","ESO 382- 8"
"NGC 4954","NGC","GALXY","13.039","75.404","DRA","14.2","22.98","0.99","0.65","","NGC 4972"
"NGC 4955","NGC","GALXY","13.101","-29.754","HYA","12.15","23.87","2.34","1.72","","ESO 443-62"
"NGC 4956","NGC","GALXY","13.084","35.178","CVN","12.38","22.99","1.56","1.52","","UGC 8177"
"NGC 4957","NGC","GALXY","13.087","27.57","COM","12.99","23.29","1.22","0.93","","UGC 8178"
"NGC 4958","NGC","GALXY","13.097","-8.02","VIR","10.59","23.53","4.79","1.2","","MCG - 1-33- 84"
"NGC 4959","NGC","GALXY","13.095","33.179","CVN","15.4","23.37","0.74","0.64","","MCG 6-29- 29"
"NGC 4960","NGC","GALXY","13.097","27.734","COM","13.8","","1.6","1.1","","NGC 4961"
"NGC 4961","NGC","GALXY","13.097","27.734","COM","13.51","22.73","1.11","0.88","","NGC 4960"
"NGC 4962","NGC","GALXY","13.083","29.122","COM","13.6","","1.3","0.8","","NGC 4952"
"NGC 4963","NGC","GALXY","13.098","41.722","CVN","13.2","22.59","0.86","0.81","","UGC 8190"
"NGC 4964","NGC","GALXY","13.09","56.323","UMA","13.2","22.71","1.1","0.69","","UGC 8184"
"NGC 4965","NGC","GALXY","13.119","-28.228","HYA","12.41","23.27","2.49","2.05","","ESO 443-70"
"NGC 4966","NGC","GALXY","13.105","29.063","COM","13.32","22.34","1.03","0.49","","UGC 8194"
"NGC 4967","NGC","GALXY","13.093","53.564","UMA","15.2","24.11","1.15","0.87","","MCG 9-22- 5"
"NGC 4968","NGC","GALXY","13.118","-23.677","HYA","14.79","24.3","2.28","1.04","","ESO 508- 6"
"NGC 4969","NGC","GALCL","13.117","13.637","VIR","14.9","","0.8","0.6","","MCG 2-33- 55"
"NGC 4969 NED01","NGC","GALXY","13.117","13.637","VIR","","23.33","0.78","0.74","",""
"NGC 4969 NED02","NGC","GALXY","13.118","13.637","VIR","","23.66","0.68","0.66","",""
"NGC 4970","NGC","GALXY","13.126","-24.009","HYA","12.2","23.31","1.79","1.14","","IC 4196"
"NGC 4971","NGC","GALXY","13.115","28.548","COM","13.4","23.21","0.78","0.68","","MCG 5-31-134"
"NGC 4972","NGC","GALXY","13.039","75.404","DRA","14.2","","0.8","0.6","","NGC 4954"
"NGC 4973","NGC","GALXY","13.092","53.685","UMA","13.3","23.41","0.96","0.82","","IC 847, NGC 4974"
"NGC 4974","NGC","GALXY","13.099","53.659","UMA","13.3","24.14","1.57","1.11","","IC 847, NGC 4973"
"NGC 4975","NGC","GALXY","13.131","-5.017","VIR","15.5","23.63","0.97","0.61","","MCG - 1-34- 2"
"NGC 4976","NGC","GALXY","13.144","-49.506","CEN","10.08","23.63","5.83","3.27","","ESO 219-29"
"NGC 4977","NGC","GALXY","13.101","55.656","UMA","13.3","23.25","1.05","1.02","","UGC 8196"
"NGC 4978","NGC","GALXY","13.131","18.415","COM","13.1","23.72","1.51","0.63","","UGC 8212"
"NGC 4979","NGC","GALXY","13.129","24.811","COM","13.8","23.61","0.86","0.74","","IC 4198"
"NGC 4980","NGC","GALXY","13.153","-28.642","HYA","12.6","23.14","1.77","0.78","","ESO 443-75"
"NGC 4981","NGC","GALXY","13.147","-6.778","VIR","11.41","22.72","2.7","1.97","","MCG - 1-34- 3"
"NGC 4983","NGC","GALXY","13.141","28.32","COM","13.95","23.48","1.04","0.57","","MCG 5-31-138"
"NGC 4984","NGC","GALXY","13.149","-15.516","VIR","11.01","23.55","3.37","2.5","","MCG - 2-34- 4"
"NGC 4985","NGC","GALXY","13.137","41.676","CVN","13.7","23.77","1.15","0.82","","UGC 8218"
"NGC 4986","NGC","GALXY","13.14","35.206","CVN","13.2","23.44","1.55","0.93","","UGC 8221"
"NGC 4987","NGC","GALXY","13.133","51.929","CVN","13.4","23.65","1.24","0.71","","UGC 8216"
"NGC 4988","NGC","GALXY","13.165","-43.106","CEN","12.8","23.87","1.86","0.64","","ESO 269-55"
"NGC 4989","NGC","GALXY","13.154","-5.396","VIR","14.0","23.83","1.41","0.55","","MCG - 1-34- 5"
"NGC 4990","NGC","GALXY","13.155","-5.273","VIR","13.82","22.79","0.9","0.81","Cocoon Galaxy","MCG - 1-34- 4"
"NGC 4991","NGC","GALXY","13.154","2.348","VIR","15.5","22.97","0.59","0.48","","ZwG 44. 13"
"NGC 4992","NGC","GALXY","13.152","11.634","VIR","13.4","23.03","1.06","0.6","","UGC 8232"
"NGC 4993","NGC","GALXY","13.163","-23.384","HYA","12.3","23.16","1.55","1.35","","NGC 4994"
"NGC 4994","NGC","GALXY","13.163","-23.384","HYA","13.3","","1.3","1.1","","NGC 4993"
"NGC 4995","NGC","GALXY","13.161","-7.833","VIR","11.11","22.23","2.43","1.49","","MCG - 1-34- 7"
"NGC 4996","NGC","GALXY","13.159","0.857","VIR","12.6","24.33","1.81","1.36","","UGC 8235"
"NGC 4997","NGC","GALXY","13.164","-16.515","VIR","13.0","23.74","1.61","0.89","","MCG - 3-34- 5"
"NGC 4998","NGC","GALXY","13.136","50.664","CVN","15.2","23.57","1.02","0.87","","MCG 9-22- 17"
"NGC 4999","NGC","GALXY","13.159","1.673","VIR","11.8","23.9","2.5","2.11","","UGC 8236"
"NGC 5000","NGC","GALXY","13.163","28.907","COM","13.28","23.08","1.28","1.02","","UGC 8241"
"NGC 5001","NGC","GALXY","13.159","53.494","UMA","14.6","23.75","1.15","0.42","","UGC 8243"
"NGC 5002","NGC","GALXY","13.177","36.634","CVN","13.9","23.55","1.39","0.71","","UGC 8254"
"NGC 5003","NGC","GALXY","13.144","43.738","CVN","15.5","23.64","1.03","0.77","","UGC 8228"
"NGC 5004","NGC","GALXY","13.184","29.637","COM","13.15","23.48","1.33","0.96","",""
"NGC 5004A","NGC","GALXY","13.184","29.578","COM","14.44","23.83","1.25","0.55","","UGC 8260"
"NGC 5004B","NGC","GALXY","13.18","29.71","COM","14.67","23.15","0.81","0.48","","IC 4210"
"NGC 5004C","NGC","GALXY","13.183","29.583","COM","15.5","","1.4","0.8","","UGC 8259"
"NGC 5005","NGC","GALXY","13.182","37.059","CVN","10.71","21.82","4.82","1.52","","UGC 8256, C 29"
"NGC 5006","NGC","GALXY","13.196","-19.262","VIR","12.3","23.7","2.07","1.66","","ESO 576- 6"
"NGC 5007","NGC","GALXY","13.154","62.175","UMA","13.3","22.75","0.93","0.57","","UGC 8240"
"NGC 5008","NGC","GALXY","14.183","25.497","BOO","14.1","23.08","1.07","0.83","","IC 4381"
"NGC 5009","NGC","GALXY","13.18","50.093","CVN","14.5","23.7","1.08","0.62","","UGC 8258"
"NGC 5010","NGC","GALXY","13.207","-15.798","VIR","14.0","23.16","1.0","0.75","","MCG - 3-34- 15"
"NGC 5011","NGC","GALXY","13.214","-43.096","CEN","11.38","23.59","2.92","2.43","","ESO 269-65"
"NGC 5011A","NGC","GALXY","13.203","-43.308","CEN","13.6","23.5","1.58","0.81","","ESO 269-63"
"NGC 5011B","NGC","GALXY","13.22","-43.25","CEN","14.5","","0.8","0.4","","ESO 269-67"
"NGC 5011C","NGC","GALXY","13.22","-43.267","CEN","14.2","","1.2","0.8","","ESO 269-68"
"NGC 5012","NGC","GALXY","13.194","22.915","COM","12.2","22.75","2.64","1.44","","UGC 8270"
"NGC 5013","NGC","GALXY","13.202","3.199","VIR","15.0","22.99","0.74","0.51","","MCG 1-34- 7"
"NGC 5014","NGC","GALXY","13.192","36.282","CVN","12.83","23.36","2.11","0.73","","UGC 8271"
"NGC 5015","NGC","GALXY","13.206","-4.336","VIR","13.0","23.23","2.0","0.79","","MCG - 1-34- 12"
"NGC 5016","NGC","GALXY","13.202","24.095","COM","12.56","22.55","1.57","1.14","","UGC 8279"
"NGC 5017","NGC","GALXY","13.215","-16.766","VIR","12.57","23.29","1.5","1.29","","MCG - 3-34- 16"
"NGC 5018","NGC","GALXY","13.217","-19.518","VIR","10.85","23.24","3.49","2.17","","ESO 576-10"
"NGC 5019","NGC","GALXY","13.212","4.73","VIR","13.5","22.79","0.85","0.72","","UGC 8288"
"NGC 5020","NGC","GALXY","13.211","12.6","VIR","11.7","24.02","2.69","2.42","","UGC 8289"
"NGC 5021","NGC","GALXY","13.202","46.196","CVN","13.4","23.16","1.49","0.6","","UGC 8284"
"NGC 5022","NGC","GALXY","13.225","-19.547","VIR","12.9","23.45","2.46","0.49","","MCG - 3-34- 21"
"NGC 5023","NGC","GALXY","13.204","44.041","CVN","12.29","23.84","6.22","0.78","","UGC 8286"
"NGC 5024","NGC","GLOCL","13.215","18.169","COM","7.79","12","9.0","9.0","","M 53"
"NGC 5025","NGC","GALXY","13.212","31.809","CVN","13.4","23.82","2.07","0.51","","UGC 8292"
"NGC 5026","NGC","GALXY","13.237","-42.961","CEN","11.81","23.74","3.52","1.79","","ESO 269-73"
"NGC 5027","NGC","GALXY","13.222","6.061","VIR","13.4","23.75","1.1","1.01","","UGC 8297"
"NGC 5028","NGC","GALXY","13.229","-13.042","VIR","14.0","24.52","2.12","1.38","","MCG - 2-34- 11"
"NGC 5029","NGC","GALXY","13.21","47.063","CVN","13.1","23.84","1.52","0.93","","UGC 8293"
"NGC 5030","NGC","GALXY","13.232","-16.491","VIR","14.0","23.82","1.78","1.16","","MCG - 3-34- 23"
"NGC 5031","NGC","GALXY","13.234","-16.123","VIR","14.0","24.18","1.89","0.3","","MCG - 3-34- 24"
"NGC 5032","NGC","GALXY","13.224","27.802","COM","12.82","23.47","1.95","1.08","","NGC 5032A"
"NGC 5032A","NGC","GALXY","13.225","27.8","COM","13.6","","2.1","1.1","","NGC 5032"
"NGC 5032B","NGC","GALXY","13.223","27.767","COM","15.5","","0.9","0.6","","MCG 5-31-159"
"NGC 5033","NGC","GALXY","13.224","36.594","CVN","10.68","23.78","9.84","4.58","","UGC 8307"
"NGC 5034","NGC","GALXY","13.205","70.649","UMI","13.2","22.57","0.89","0.65","","UGC 8295"
"NGC 5035","NGC","GALXY","13.247","-16.493","VIR","12.84","23.34","1.56","0.99","","MCG - 3-34- 28"
"NGC 5036","NGC","GALXY","13.245","-4.179","VIR","15.0","23.26","0.69","0.57","","NPM 1G -03 451"
"NGC 5037","NGC","GALXY","13.25","-16.59","VIR","12.14","22.74","2.02","0.47","","MCG - 3-34- 29"
"NGC 5038","NGC","GALXY","13.251","-15.952","VIR","14.0","24.09","1.79","0.38","","MCG - 3-34- 31"
"NGC 5039","NGC","GALXY","13.248","-4.158","VIR","16.3","24.69","0.55","0.19","",""
"NGC 5040","NGC","GALXY","13.226","51.258","CVN","15.1","23.09","1.03","0.48","","MCG 9-22- 31"
"NGC 5041","NGC","GALXY","13.242","30.706","COM","13.38","23.15","1.26","0.97","","UGC 8319"
"NGC 5042","NGC","GALXY","13.259","-23.984","HYA","11.78","23.88","4.15","2.2","","ESO 508-31"
"NGC 5043","NGC","OPNCL","13.271","-60.045","CEN","","","7","5.52","","ESO 132-SC 2"
"NGC 5044","NGC","GALXY","13.257","-16.386","VIR","10.78","23.27","3.66","3.17","","MCG - 3-34- 34"
"NGC 5045","NGC","Stars","13.28","-63.417","CEN","","","20.0","11.0","(Asterism)","ESO 96-SC 5"
"NGC 5046","NGC","GALXY","13.263","-16.327","VIR","15.0","23.0","1.02","0.85","","MCG - 3-34- 35"
"NGC 5047","NGC","GALXY","13.263","-16.519","VIR","13.0","24.44","2.86","0.29","","MCG - 3-34- 36"
"NGC 5048","NGC","GALXY","13.269","-28.411","HYA","12.7","23.65","1.57","0.92","","ESO 443-87"
"NGC 5049","NGC","GALXY","13.266","-16.397","VIR","13.05","23.89","2.01","0.4","","MCG - 3-34- 37"
"NGC 5050","NGC","GALXY","13.262","2.879","VIR","13.7","23.6","1.4","0.44","","UGC 8329"
"NGC 5051","NGC","GALXY","13.272","-28.286","HYA","13.2","23.16","1.65","0.71","","ESO 444- 1"
"NGC 5052","NGC","GALXY","13.26","29.676","COM","13.57","23.74","1.37","1.02","","UGC 8330"
"NGC 5053","NGC","GLOCL","13.274","17.698","COM","9.96","","4.8","4.8","","GCL 23"
"NGC 5054","NGC","GALXY","13.283","-16.635","VIR","10.79","23.45","5.04","2.9","","MCG - 3-34- 39"
"NGC 5055","NGC","GALXY","13.264","42.029","CVN","8.61","23.04","11.83","7.16","Sunflower Galaxy","M 63"
"NGC 5056","NGC","GALXY","13.27","30.95","COM","13.13","22.92","1.62","0.82","","UGC 8337"
"NGC 5057","NGC","GALXY","13.274","31.031","COM","13.0","23.74","1.31","0.99","","UGC 8342"
"NGC 5058","NGC","GALXY","13.281","12.548","VIR","14.6","22.13","0.76","0.56","","UGC 8345"
"NGC 5059","NGC","GALXY","13.283","7.845","VIR","15.5","23.75","1.12","0.41","","UGC 8344"
"NGC 5060","NGC","GALXY","13.288","6.037","VIR","13.3","23.14","1.17","0.95","","UGC 8351"
"NGC 5061","NGC","GALXY","13.301","-26.837","HYA","10.31","22.94","3.75","3.05","","ESO 508-38"
"NGC 5062","NGC","GALXY","13.307","-35.459","CEN","12.24","24.1","2.69","1.18","","ESO 382-35"
"NGC 5063","NGC","GALXY","13.307","-35.352","CEN","12.4","23.39","2.02","1.63","","ESO 382-36"
"NGC 5064","NGC","GALXY","13.317","-47.909","CEN","12.04","23.5","2.7","1.4","","ESO 220- 2"
"NGC 5065","NGC","GALXY","13.292","31.093","COM","13.6","23.0","1.22","0.73","","UGC 8356"
